ratio,word
0.5200000913983567,基金
0.5090807513498199,国泰
0.2996033491328822,业绩
0.20263165507355868,事业部
0.18848649512920088,杨飞
0.1708043740044413,申坤
0.14527474906513638,投资
0.14512056905418108,收益率
0.12200312428888664,周伟锋
0.12200312428888664,彭凌志
0.12200312428888664,程洲
0.09538353857304882,管理
0.08897166476141494,位列
0.08447057731646783,偏好
0.08212959068656374,成长
0.07515491034435891,公募
0.07293137417290962,公司
0.06971607102222094,国泰聚信
0.0684580417864943,估值
0.06340051343208701,风格
0.06116261175384245,经理
0.058712301092018665,2017年
0.05862569423346727,收益
0.05697160685256309,持有人
0.05664986583408771,行业
0.05561510195306044,2015年
0.048801249715554655,邓时锋
0.04771293709679486,中长期
0.047021292890159314,旗下
0.046960602835704864,五年期
0.046604371552973214,股票
0.04621325592543166,风格各异
0.045765960155082885,投研
0.04555522274960087,持仓
0.04379938853843403,范本
0.043319640501121005,小盘
0.04209808481842266,持续
0.04153049123850496,百花齐放
0.0410688369049171,不同
0.04093299060441045,持股
0.0403543104317317,排名
0.03959055553955109,优选
0.039263093725684275,权益
0.03905656199134753,管理人
0.03869156082349153,产品
0.038092104436518254,灵活
0.0377924062761775,井喷
0.03767562318214024,边际
0.03748807709952135,风险
0.0369352558384852,向好
0.03668138686306554,梯队
0.03596718413718794,型
0.03595754692964623,价值
0.03556244730634913,净值
0.03485803551111047,国泰聚优
0.03346460045593686,机制
0.03326711961397115,策略
0.03257096669949211,银河
0.032390232372060866,改革
0.032322557211906924,取得
0.03093904125454726,投资者
0.029041870942810962,经济
0.028840174554476523,股
0.02883350086956915,长期
0.028540643157104126,激励
0.028510241019582216,熔断
0.02842618847665013,偏
0.027888083812395194,优异
0.027886428408888372,ppp
0.027668141327272716,有着
0.026968855747158106,值得
0.0263577271702799,cis
0.026096738193828163,绩优
0.02598809467047731,配置
0.025936975900454472,机构
0.025855621878383736,很快
0.025728552759172282,差异
0.025294837939891013,分别
0.025100855360704766,2016年
0.024683792169070604,位
0.024489113446697203,主题性
0.024400624857777328,周向勇
0.024400624857777328,徐彩月
0.02385907364256223,值得一提
0.02310662796271583,金鑫
0.022808654684855677,释放
0.022676122167513073,本源
0.022216946843561212,证券
0.021924870810589272,托付
0.02180122622619906,三年期
0.02113193159368082,主动
0.021026337647915835,金龙
0.02094616133736137,开放
0.02027332551862931,平均
0.02001399426232868,并重
0.019632904213513467,强调
0.01960169729162633,看来
0.019523830423113175,产业
0.019441729386096347,过去
0.019213918915843207,同样
