,date,open,close,high,low,volume,code
0,2018-01-02,9.84,10.21,10.38,9.76,103579.0,000902
1,2018-01-03,10.2,10.4,10.56,10.12,100005.0,000902
2,2018-01-04,10.41,10.44,10.46,10.26,47477.0,000902
3,2018-01-05,10.4,10.34,10.55,10.3,37899.0,000902
4,2018-01-08,10.43,10.51,10.57,10.31,67087.0,000902
5,2018-01-09,10.46,10.33,10.55,10.21,36647.0,000902
6,2018-01-10,10.32,10.3,10.55,10.22,48410.0,000902
7,2018-01-11,10.35,10.35,10.4,10.06,53799.0,000902
8,2018-01-12,10.33,10.04,10.36,9.98,53005.0,000902
9,2018-01-15,10.08,10.35,10.65,10.01,112654.0,000902
10,2018-01-16,10.35,10.45,10.59,10.2,109455.0,000902
11,2018-01-17,10.4,9.94,10.4,9.92,112774.0,000902
12,2018-01-18,9.92,10.05,10.12,9.92,55046.0,000902
13,2018-01-19,10.02,9.87,10.08,9.84,44479.0,000902
14,2018-01-22,9.89,9.9,9.97,9.64,54608.0,000902
15,2018-01-23,9.89,10.11,10.13,9.79,49308.0,000902
16,2018-01-24,10.06,9.96,10.08,9.85,45276.0,000902
17,2018-01-25,9.96,9.83,9.96,9.75,35842.0,000902
18,2018-01-26,9.87,9.76,9.9,9.69,33434.0,000902
19,2018-01-29,9.77,9.66,9.79,9.65,39929.0,000902
20,2018-01-30,9.65,9.8,9.88,9.65,26198.0,000902
21,2018-01-31,9.79,9.61,9.83,9.53,36146.0,000902
22,2018-02-01,9.47,9.3,9.69,9.2,44731.0,000902
23,2018-02-02,9.16,9.02,9.32,8.98,107355.0,000902
24,2018-02-05,9.14,9.2,9.42,9.14,85841.0,000902
