,date,open,close,high,low,volume,code
0,2018-01-02,8.28,8.61,8.65,8.23,2002033.0,601225
1,2018-01-03,8.55,8.64,8.85,8.53,1361799.0,601225
2,2018-01-04,8.7,8.89,8.94,8.66,968470.0,601225
3,2018-01-05,8.87,8.85,8.93,8.75,735037.0,601225
4,2018-01-08,8.91,9.4,9.64,8.89,2106499.0,601225
5,2018-01-09,9.18,9.3,9.39,9.11,1184116.0,601225
6,2018-01-10,9.21,9.23,9.36,9.1,742348.0,601225
7,2018-01-11,9.19,8.96,9.24,8.83,866417.0,601225
8,2018-01-12,8.99,9.05,9.23,8.91,664568.0,601225
9,2018-01-15,9.1,8.65,9.18,8.56,835140.0,601225
10,2018-01-16,8.7,8.78,8.82,8.65,496933.0,601225
11,2018-01-17,8.81,8.88,8.96,8.64,682432.0,601225
12,2018-01-18,8.9,9.07,9.14,8.89,732089.0,601225
13,2018-01-19,9.1,9.22,9.37,9.03,893328.0,601225
14,2018-01-22,9.3,9.35,9.49,9.25,1141969.0,601225
15,2018-01-23,9.25,9.51,9.53,9.21,859510.0,601225
16,2018-01-24,9.5,9.43,9.6,9.31,712808.0,601225
17,2018-01-25,9.61,9.8,9.99,9.6,1054054.0,601225
18,2018-01-26,9.7,9.82,9.93,9.59,650149.0,601225
19,2018-01-29,10.0,10.18,10.55,10.0,1428365.0,601225
20,2018-01-30,10.05,9.95,10.32,9.94,1008457.0,601225
21,2018-01-31,9.8,10.05,10.14,9.6,667728.0,601225
22,2018-02-01,10.05,9.87,10.31,9.72,764084.0,601225
23,2018-02-02,9.83,10.56,10.69,9.6,1293809.0,601225
24,2018-02-05,10.4,10.55,10.83,10.27,1466146.0,601225
