,date,open,close,high,low,volume,code
0,2018-01-02,4.48,4.57,4.64,4.45,91786.0,000949
1,2018-01-03,4.52,4.53,4.56,4.51,68819.0,000949
2,2018-01-04,4.52,4.52,4.59,4.51,58343.0,000949
3,2018-01-05,4.52,4.53,4.59,4.5,60011.0,000949
4,2018-01-08,4.54,4.62,4.63,4.52,88467.0,000949
5,2018-01-09,4.62,4.51,4.62,4.51,68087.0,000949
6,2018-01-10,4.5,4.35,4.51,4.33,105315.0,000949
7,2018-01-11,4.35,4.39,4.45,4.31,41586.0,000949
8,2018-01-12,4.39,4.33,4.39,4.32,29205.0,000949
9,2018-01-15,4.33,4.18,4.35,4.17,57826.0,000949
10,2018-01-16,4.17,4.19,4.22,4.15,25780.0,000949
11,2018-01-17,4.19,4.12,4.19,4.06,66816.0,000949
12,2018-01-18,4.11,4.12,4.15,4.1,25743.0,000949
13,2018-01-19,4.12,4.13,4.14,4.09,25122.0,000949
14,2018-01-22,4.14,4.16,4.19,4.13,29230.0,000949
15,2018-01-23,4.16,4.14,4.17,4.14,25272.0,000949
16,2018-01-24,4.13,4.14,4.16,4.13,26531.0,000949
17,2018-01-25,4.16,4.21,4.24,4.15,40674.0,000949
18,2018-01-26,4.2,4.23,4.25,4.19,25779.0,000949
19,2018-01-29,4.26,4.13,4.26,4.12,27223.0,000949
20,2018-01-30,4.14,4.09,4.18,4.07,41002.0,000949
21,2018-01-31,4.02,3.97,4.06,3.9,59189.0,000949
22,2018-02-01,3.94,3.86,4.0,3.85,41495.0,000949
23,2018-02-02,3.87,3.82,3.88,3.76,41035.0,000949
24,2018-02-05,3.81,3.89,4.0,3.78,38579.0,000949
