,date,open,close,high,low,volume,code
0,2018-01-02,3.9,3.95,3.97,3.88,734771.0,000709
1,2018-01-03,3.97,4.15,4.2,3.95,2430650.0,000709
2,2018-01-04,4.12,4.08,4.16,4.05,1613751.0,000709
3,2018-01-05,4.07,4.06,4.1,4.04,943871.0,000709
4,2018-01-08,4.05,4.11,4.14,4.05,1168665.0,000709
5,2018-01-09,4.11,4.08,4.15,4.06,724695.0,000709
6,2018-01-10,4.07,4.03,4.09,4.01,756142.0,000709
7,2018-01-11,4.04,4.05,4.11,4.02,720653.0,000709
8,2018-01-12,4.04,4.07,4.1,4.03,715052.0,000709
9,2018-01-15,4.04,3.94,4.05,3.92,886958.0,000709
10,2018-01-16,3.94,3.96,3.98,3.92,540784.0,000709
11,2018-01-17,3.95,3.98,3.99,3.91,671578.0,000709
12,2018-01-18,3.97,4.06,4.07,3.97,906100.0,000709
13,2018-01-19,4.07,4.08,4.13,4.06,1107114.0,000709
14,2018-01-22,4.09,4.11,4.14,4.09,902030.0,000709
15,2018-01-23,4.1,4.09,4.11,4.06,727138.0,000709
16,2018-01-24,4.09,4.12,4.14,4.09,796066.0,000709
17,2018-01-25,4.12,4.13,4.17,4.09,994697.0,000709
18,2018-01-26,4.13,4.1,4.14,4.09,741556.0,000709
19,2018-01-29,4.13,4.16,4.22,4.13,1722470.0,000709
20,2018-01-30,4.18,4.09,4.19,4.08,1095788.0,000709
21,2018-01-31,4.05,4.04,4.09,4.02,806495.0,000709
22,2018-02-01,4.03,3.99,4.13,3.97,1346113.0,000709
23,2018-02-02,3.96,4.04,4.08,3.8,1283882.0,000709
24,2018-02-05,4.0,4.12,4.15,3.99,1477560.0,000709
