,date,open,close,high,low,volume,code
0,2018-01-02,10.36,10.45,10.52,10.28,10530.0,002674
1,2018-01-03,10.44,10.56,10.7,10.4,13807.0,002674
2,2018-01-04,10.58,10.53,10.62,10.5,8111.0,002674
3,2018-01-05,10.53,10.57,10.58,10.48,6996.0,002674
4,2018-01-08,10.56,10.53,10.56,10.48,4543.0,002674
5,2018-01-09,10.51,10.54,10.56,10.5,6069.0,002674
6,2018-01-10,10.54,10.54,10.62,10.4,7744.0,002674
7,2018-01-11,10.54,10.61,10.65,10.47,11058.0,002674
8,2018-01-12,10.61,10.6,10.68,10.57,10346.0,002674
9,2018-01-15,10.56,10.75,10.95,10.51,37721.0,002674
10,2018-01-16,10.58,11.2,11.39,10.58,73748.0,002674
11,2018-01-17,10.91,10.73,11.3,10.53,39019.0,002674
12,2018-01-18,10.68,10.58,10.76,10.55,18487.0,002674
13,2018-01-19,10.59,10.55,10.64,10.49,11322.0,002674
14,2018-01-22,10.51,10.4,10.51,10.24,29825.0,002674
15,2018-01-23,10.35,10.4,10.42,10.35,8937.0,002674
16,2018-01-24,10.4,10.4,10.47,10.35,12708.0,002674
17,2018-01-25,10.41,10.4,10.5,10.38,15564.0,002674
18,2018-01-26,10.38,10.33,10.42,10.32,9625.0,002674
19,2018-01-29,10.3,10.39,10.79,10.28,14245.0,002674
20,2018-01-30,10.44,10.4,10.47,10.36,6310.0,002674
21,2018-01-31,10.38,10.08,10.4,10.08,14352.0,002674
22,2018-02-01,10.09,9.48,10.1,9.33,22975.0,002674
23,2018-02-02,9.34,9.3,9.53,9.12,17137.0,002674
24,2018-02-05,9.14,9.3,9.35,9.11,6624.0,002674
