,date,open,close,high,low,volume,code
0,2018-01-02,12.0,12.03,12.13,11.92,31110.0,603321
1,2018-01-03,11.98,11.96,12.06,11.88,39669.0,603321
2,2018-01-04,11.9,11.98,12.21,11.88,39552.0,603321
3,2018-01-05,11.98,12.11,12.17,11.82,39147.0,603321
4,2018-01-08,12.14,12.13,12.23,11.96,39387.0,603321
5,2018-01-09,12.08,11.97,12.15,11.92,31731.0,603321
6,2018-01-10,12.0,11.51,12.0,11.47,42442.0,603321
7,2018-01-11,11.38,11.93,11.94,11.18,50734.0,603321
8,2018-01-12,11.93,12.07,12.49,11.82,70836.0,603321
9,2018-01-15,12.07,12.32,12.88,11.58,101733.0,603321
10,2018-01-16,12.15,13.55,13.55,12.01,130249.0,603321
11,2018-01-17,13.83,13.06,14.13,13.01,185355.0,603321
12,2018-01-18,13.03,14.02,14.37,13.03,244557.0,603321
13,2018-01-19,13.5,13.28,13.91,13.21,166850.0,603321
14,2018-01-22,12.96,12.53,12.96,12.05,106567.0,603321
15,2018-01-23,12.39,12.59,12.73,12.33,51342.0,603321
16,2018-01-24,12.56,12.64,12.76,12.37,54935.0,603321
17,2018-01-25,12.65,13.14,13.46,12.48,110413.0,603321
18,2018-01-26,12.94,12.78,13.15,12.76,54070.0,603321
19,2018-01-29,12.67,13.31,13.45,12.57,97662.0,603321
20,2018-01-30,13.19,13.55,13.79,13.04,114333.0,603321
21,2018-01-31,13.4,13.03,13.89,12.81,97113.0,603321
22,2018-02-01,12.9,11.86,12.92,11.78,81311.0,603321
23,2018-02-02,11.68,11.49,11.8,11.01,54728.0,603321
24,2018-02-05,11.15,11.13,11.43,11.11,34189.0,603321
25,2018-02-06,10.7,10.02,10.9,10.02,50434.0,603321
