,date,open,close,high,low,volume,code
0,2018-01-02,130.18,130.67,131.6,121.69,17641.0,300176
1,2018-01-03,130.4,129.8,131.45,127.14,8512.0,300176
2,2018-01-04,130.0,129.0,131.33,129.0,4946.0,300176
3,2018-01-05,130.26,133.0,133.33,127.38,14795.0,300176
4,2018-01-08,133.0,135.45,136.48,132.72,12321.0,300176
5,2018-01-09,135.48,135.83,136.29,133.28,9924.0,300176
6,2018-01-10,146.97,149.41,149.41,140.0,41023.0,300176
7,2018-01-11,149.58,144.69,149.61,141.5,24948.0,300176
8,2018-01-12,144.3,141.56,144.56,138.07,13479.0,300176
9,2018-01-15,142.6,143.89,149.97,141.1,20041.0,300176
10,2018-01-16,144.39,140.32,146.9,140.01,18262.0,300176
11,2018-01-17,137.03,138.39,140.89,130.0,23872.0,300176
12,2018-01-18,139.98,137.0,140.4,135.68,13187.0,300176
13,2018-01-19,136.2,136.1,137.78,130.31,18836.0,300176
14,2018-01-22,135.14,130.46,137.77,130.01,14093.0,300176
15,2018-01-23,131.13,133.67,134.86,130.5,16066.0,300176
16,2018-01-24,132.35,133.46,135.6,131.0,11638.0,300176
17,2018-01-25,135.0,132.98,135.28,130.5,9073.0,300176
18,2018-01-26,133.58,134.59,138.68,131.01,31696.0,300176
19,2018-01-29,132.5,130.08,134.59,128.13,12366.0,300176
20,2018-01-30,130.08,122.79,130.88,120.0,17095.0,300176
21,2018-01-31,121.99,120.73,124.0,113.0,20730.0,300176
22,2018-02-01,119.5,118.9,121.8,116.1,18014.0,300176
23,2018-02-02,118.9,118.88,119.83,117.11,14076.0,300176
24,2018-02-05,118.0,120.0,120.0,115.03,9200.0,300176
