,date,open,close,high,low,volume,code
0,2018-01-02,8.97,9.11,9.12,8.97,22805.0,002448
1,2018-01-03,9.12,9.18,9.18,9.07,29018.0,002448
2,2018-01-04,9.19,9.09,9.19,9.07,25179.0,002448
3,2018-01-05,9.1,9.15,9.18,9.06,27943.0,002448
4,2018-01-08,9.48,9.25,9.59,9.23,72955.0,002448
5,2018-01-09,9.19,9.19,9.28,9.15,33049.0,002448
6,2018-01-10,9.21,9.06,9.21,9.02,29379.0,002448
7,2018-01-11,9.06,9.08,9.12,9.0,27648.0,002448
8,2018-01-12,9.06,9.06,9.12,9.05,17915.0,002448
9,2018-01-15,9.05,8.78,9.05,8.76,42551.0,002448
10,2018-01-16,8.83,8.83,8.92,8.78,20949.0,002448
11,2018-01-17,8.83,8.88,8.89,8.74,24184.0,002448
12,2018-01-18,8.85,8.95,9.01,8.82,25744.0,002448
13,2018-01-19,8.9,8.92,9.0,8.9,21700.0,002448
14,2018-01-22,8.92,9.15,9.18,8.89,45808.0,002448
15,2018-01-23,9.16,9.1,9.17,9.06,21803.0,002448
16,2018-01-24,9.04,9.16,9.17,9.04,31633.0,002448
17,2018-01-25,9.12,9.2,9.25,9.1,43006.0,002448
18,2018-01-26,9.16,9.13,9.27,9.11,28898.0,002448
19,2018-01-29,9.15,9.03,9.2,9.02,26582.0,002448
20,2018-01-30,9.01,9.09,9.13,9.0,23259.0,002448
21,2018-01-31,9.07,8.98,9.1,8.91,27451.0,002448
22,2018-02-01,9.02,8.71,9.02,8.66,35908.0,002448
23,2018-02-02,8.61,8.86,8.88,8.61,28999.0,002448
24,2018-02-05,8.81,8.86,8.93,8.76,22501.0,002448
