,date,open,close,high,low,volume,code
0,2018-01-02,12.24,12.36,12.37,12.21,8541.0,603022
1,2018-01-03,12.35,12.48,12.48,12.33,12588.0,603022
2,2018-01-04,12.48,12.43,12.54,12.38,10039.0,603022
3,2018-01-05,12.4,12.51,12.6,12.39,11783.0,603022
4,2018-01-08,12.52,13.76,13.76,12.41,61277.0,603022
5,2018-01-09,13.76,13.28,13.76,13.26,51370.0,603022
6,2018-01-10,13.2,13.05,13.43,13.0,24912.0,603022
7,2018-01-11,13.35,13.14,13.37,13.06,16163.0,603022
8,2018-01-12,13.01,12.98,13.19,12.81,15472.0,603022
9,2018-01-15,13.04,12.42,13.05,12.35,15987.0,603022
10,2018-01-16,12.49,12.42,12.49,12.22,16493.0,603022
11,2018-01-17,12.44,12.8,12.86,12.36,21579.0,603022
12,2018-01-18,12.68,12.71,12.78,12.6,10325.0,603022
13,2018-01-19,12.77,12.72,12.95,12.6,14424.0,603022
14,2018-01-22,12.83,12.72,12.83,12.47,12109.0,603022
15,2018-01-23,12.58,12.92,13.15,12.58,21091.0,603022
16,2018-01-24,12.9,12.9,12.95,12.76,12648.0,603022
17,2018-01-25,12.9,12.7,12.91,12.7,13897.0,603022
18,2018-01-26,12.53,12.43,12.7,12.39,13026.0,603022
19,2018-01-29,12.4,12.32,12.5,12.3,8369.0,603022
20,2018-01-30,12.33,12.25,12.35,12.16,9539.0,603022
21,2018-01-31,12.26,12.03,12.34,11.94,10578.0,603022
22,2018-02-01,12.07,11.2,12.15,11.15,15069.0,603022
23,2018-02-02,11.16,10.77,11.16,10.08,9334.0,603022
24,2018-02-05,10.55,10.59,10.75,10.41,4234.0,603022
