,date,open,close,high,low,volume,code
0,2018-01-02,10.7,10.71,10.76,10.55,8231.0,300330
1,2018-01-03,10.68,10.78,10.82,10.66,8311.0,300330
2,2018-01-04,10.77,10.87,10.98,10.69,10366.0,300330
3,2018-01-05,10.95,10.85,10.98,10.75,9334.0,300330
4,2018-01-08,10.77,10.77,10.91,10.68,6988.0,300330
5,2018-01-09,10.77,10.69,10.77,10.6,7340.0,300330
6,2018-01-10,10.69,10.54,10.69,10.4,10597.0,300330
7,2018-01-11,10.54,10.76,10.8,10.42,11606.0,300330
8,2018-01-12,10.65,10.61,10.77,10.52,14457.0,300330
9,2018-01-15,10.55,10.14,10.59,10.1,11396.0,300330
10,2018-01-16,10.05,10.19,10.32,10.0,8672.0,300330
11,2018-01-17,10.11,10.18,10.27,9.91,10326.0,300330
12,2018-01-18,10.1,10.08,10.29,10.08,10402.0,300330
13,2018-01-19,10.13,10.06,10.26,10.02,7590.0,300330
14,2018-01-22,10.03,10.2,10.22,9.98,10393.0,300330
15,2018-01-23,10.14,10.19,10.25,10.11,6768.0,300330
16,2018-01-24,10.19,10.3,10.37,10.15,10707.0,300330
17,2018-01-25,10.3,10.34,10.56,10.23,16418.0,300330
18,2018-01-26,10.32,10.28,10.43,10.24,8022.0,300330
19,2018-01-29,10.25,10.19,10.37,10.15,6132.0,300330
20,2018-01-30,10.33,10.41,10.51,10.31,11057.0,300330
21,2018-01-31,10.3,10.22,10.36,10.14,12515.0,300330
22,2018-02-01,10.2,9.72,10.2,9.55,14053.0,300330
23,2018-02-02,9.61,9.4,9.71,9.18,17791.0,300330
24,2018-02-05,9.32,9.09,9.32,9.02,13297.0,300330
