,date,open,close,high,low,volume,code
0,2018-01-02,59.81,61.54,61.7,59.49,6351.0,603757
1,2018-01-03,61.25,61.08,61.73,60.56,7705.0,603757
2,2018-01-04,60.97,60.33,61.71,60.01,4309.0,603757
3,2018-01-05,60.12,60.49,60.84,59.7,4121.0,603757
4,2018-01-08,60.49,59.1,60.67,58.48,7201.0,603757
5,2018-01-09,59.15,59.6,60.43,58.49,5310.0,603757
6,2018-01-10,59.8,58.42,59.95,58.02,4636.0,603757
7,2018-01-11,58.48,59.34,59.8,57.89,4134.0,603757
8,2018-01-12,59.87,57.63,59.87,57.57,5777.0,603757
9,2018-01-15,57.23,54.24,57.35,53.9,11423.0,603757
10,2018-01-16,54.01,54.13,55.35,53.3,8089.0,603757
11,2018-01-17,54.18,54.82,55.66,53.49,6514.0,603757
12,2018-01-18,55.05,55.56,56.3,54.93,3962.0,603757
13,2018-01-19,55.33,55.3,56.48,55.0,5451.0,603757
14,2018-01-22,54.8,56.0,56.78,53.9,6822.0,603757
15,2018-01-23,55.88,55.79,56.15,55.47,3816.0,603757
16,2018-01-24,55.79,56.36,56.52,55.13,3788.0,603757
17,2018-01-25,56.27,54.58,56.38,54.54,9561.0,603757
18,2018-01-26,55.1,54.66,55.35,54.1,3227.0,603757
19,2018-01-29,56.0,55.81,57.07,55.21,14829.0,603757
20,2018-01-30,55.31,55.58,55.98,55.25,5864.0,603757
21,2018-01-31,55.57,55.68,56.47,55.11,5610.0,603757
22,2018-02-01,55.68,57.03,57.9,55.68,13696.0,603757
23,2018-02-02,56.29,55.31,56.62,52.02,9121.0,603757
24,2018-02-05,54.88,53.15,54.98,52.52,6152.0,603757
25,2018-02-06,52.0,49.11,52.17,49.02,9289.0,603757
