,date,open,close,high,low,volume,code
0,2018-01-02,20.5,20.95,21.1,20.41,49678.0,603980
1,2018-01-03,20.97,21.33,21.7,20.83,83345.0,603980
2,2018-01-04,21.1,21.36,21.75,21.1,48800.0,603980
3,2018-01-05,21.22,21.1,21.39,21.08,31490.0,603980
4,2018-01-08,21.05,21.13,21.25,20.74,31551.0,603980
5,2018-01-09,21.03,20.72,21.09,20.67,33200.0,603980
6,2018-01-10,20.7,20.31,20.86,20.11,38449.0,603980
7,2018-01-11,20.15,21.21,21.34,20.15,56511.0,603980
8,2018-01-12,20.9,20.79,21.13,20.7,33616.0,603980
9,2018-01-15,21.2,21.67,22.2,21.05,137301.0,603980
10,2018-01-16,21.4,21.92,22.15,21.31,95396.0,603980
11,2018-01-17,21.7,21.68,22.28,21.45,70012.0,603980
12,2018-01-18,21.56,22.67,22.71,21.56,137204.0,603980
13,2018-01-19,22.39,21.91,22.49,21.86,103787.0,603980
14,2018-01-22,21.69,21.55,21.8,21.41,50202.0,603980
15,2018-01-23,21.71,21.45,22.02,21.33,46160.0,603980
16,2018-01-24,21.4,21.88,22.16,21.27,57405.0,603980
17,2018-01-25,21.78,21.48,22.05,21.41,43134.0,603980
18,2018-01-26,21.32,21.14,21.74,21.03,43492.0,603980
19,2018-01-29,21.12,20.65,21.27,20.56,37507.0,603980
20,2018-01-30,20.65,20.99,21.09,20.57,30341.0,603980
21,2018-01-31,20.82,20.24,20.92,20.15,32948.0,603980
22,2018-02-01,20.25,19.74,20.64,19.68,31053.0,603980
23,2018-02-02,19.74,19.37,19.83,19.03,26398.0,603980
24,2018-02-05,19.29,19.61,19.88,19.09,24099.0,603980
25,2018-02-06,19.19,17.67,19.36,17.65,62147.0,603980
