,date,open,close,high,low,volume,code
0,2018-01-02,9.37,9.35,9.39,9.19,125884.0,000612
1,2018-01-03,9.32,9.31,9.41,9.22,129728.0,000612
2,2018-01-04,9.24,9.29,9.3,9.14,93434.0,000612
3,2018-01-05,9.26,9.2,9.28,9.16,49573.0,000612
4,2018-01-08,9.19,9.33,9.4,9.17,94728.0,000612
5,2018-01-09,9.32,9.21,9.34,9.12,64467.0,000612
6,2018-01-10,9.15,8.97,9.21,8.91,87697.0,000612
7,2018-01-11,8.93,9.02,9.03,8.88,42779.0,000612
8,2018-01-12,8.99,8.95,9.0,8.9,43839.0,000612
9,2018-01-15,8.96,8.48,8.96,8.48,83069.0,000612
10,2018-01-16,8.52,8.32,8.64,8.29,85281.0,000612
11,2018-01-17,8.35,8.33,8.45,8.28,75180.0,000612
12,2018-01-18,8.36,8.53,8.6,8.33,66673.0,000612
13,2018-01-19,8.53,8.43,8.58,8.4,46512.0,000612
14,2018-01-22,8.41,8.58,8.58,8.38,42899.0,000612
15,2018-01-23,8.6,8.63,8.68,8.52,48899.0,000612
16,2018-01-24,8.63,8.52,8.65,8.39,55133.0,000612
17,2018-01-25,8.52,8.76,8.85,8.5,76655.0,000612
18,2018-01-26,8.7,8.6,8.77,8.59,45567.0,000612
19,2018-01-29,8.58,8.58,8.73,8.54,58276.0,000612
20,2018-01-30,8.57,8.4,8.57,8.39,49397.0,000612
21,2018-01-31,8.41,8.24,8.43,8.1,67683.0,000612
22,2018-02-01,8.24,8.03,8.33,8.03,68733.0,000612
23,2018-02-02,7.85,8.34,8.58,7.77,60157.0,000612
24,2018-02-05,8.1,8.09,8.22,7.98,59785.0,000612
