,date,open,close,high,low,volume,code
0,2018-01-02,8.7,8.75,8.75,8.66,58143.0,000089
1,2018-01-03,8.75,8.75,8.76,8.71,97472.0,000089
2,2018-01-04,8.74,8.68,8.75,8.64,71977.0,000089
3,2018-01-05,8.68,8.75,8.76,8.63,73391.0,000089
4,2018-01-08,8.74,8.84,8.95,8.72,198053.0,000089
5,2018-01-09,8.81,8.79,8.88,8.7,111630.0,000089
6,2018-01-10,8.81,8.72,8.82,8.68,84368.0,000089
7,2018-01-11,8.71,8.71,8.73,8.67,57492.0,000089
8,2018-01-12,8.7,8.63,8.71,8.58,108848.0,000089
9,2018-01-15,8.6,8.65,8.68,8.54,120218.0,000089
10,2018-01-16,8.64,8.7,8.74,8.6,162545.0,000089
11,2018-01-17,8.7,8.81,8.82,8.63,211613.0,000089
12,2018-01-18,8.8,8.89,8.92,8.75,238697.0,000089
13,2018-01-19,8.91,8.8,8.93,8.77,160898.0,000089
14,2018-01-22,8.75,8.82,8.86,8.69,131586.0,000089
15,2018-01-23,8.83,9.0,9.08,8.81,296763.0,000089
16,2018-01-24,8.95,9.31,9.32,8.94,433187.0,000089
17,2018-01-25,9.31,9.19,9.34,9.14,203876.0,000089
18,2018-01-26,9.24,9.27,9.29,9.14,162370.0,000089
19,2018-01-29,9.28,9.12,9.31,9.04,156915.0,000089
20,2018-01-30,9.09,9.15,9.19,9.08,123132.0,000089
21,2018-01-31,9.08,8.99,9.14,8.95,167894.0,000089
22,2018-02-01,9.01,8.76,9.1,8.72,191412.0,000089
23,2018-02-02,8.71,9.08,9.09,8.7,229275.0,000089
24,2018-02-05,8.95,9.13,9.24,8.88,182151.0,000089
