,date,open,close,high,low,volume,code
0,2018-01-02,7.32,7.31,7.34,7.26,463686.0,601377
1,2018-01-03,7.3,7.43,7.47,7.29,531389.0,601377
2,2018-01-04,7.42,7.42,7.46,7.36,282188.0,601377
3,2018-01-05,7.39,7.4,7.47,7.37,509393.0,601377
4,2018-01-08,7.39,7.51,7.65,7.37,645964.0,601377
5,2018-01-09,7.51,7.47,7.54,7.45,311294.0,601377
6,2018-01-10,7.43,7.39,7.53,7.33,428719.0,601377
7,2018-01-11,7.34,7.4,7.41,7.34,188549.0,601377
8,2018-01-12,7.39,7.39,7.47,7.38,198924.0,601377
9,2018-01-15,7.4,7.29,7.44,7.28,307456.0,601377
10,2018-01-16,7.29,7.41,7.43,7.27,265403.0,601377
11,2018-01-17,7.45,7.61,7.77,7.45,1099299.0,601377
12,2018-01-18,7.61,7.65,7.73,7.55,538812.0,601377
13,2018-01-19,7.66,7.85,7.99,7.61,1181447.0,601377
14,2018-01-22,7.81,7.84,7.93,7.76,490458.0,601377
15,2018-01-23,7.84,7.91,7.96,7.8,667136.0,601377
16,2018-01-24,7.94,8.11,8.15,7.79,1387334.0,601377
17,2018-01-25,8.04,8.0,8.08,7.96,663015.0,601377
18,2018-01-26,7.96,7.98,8.04,7.9,477661.0,601377
19,2018-01-29,7.96,7.77,8.01,7.74,637884.0,601377
20,2018-01-30,7.77,7.71,7.82,7.68,444512.0,601377
21,2018-01-31,7.72,7.7,7.84,7.63,529595.0,601377
22,2018-02-01,7.7,7.52,7.77,7.45,566994.0,601377
23,2018-02-02,7.49,7.61,7.63,7.4,397082.0,601377
24,2018-02-05,7.5,7.65,7.68,7.46,341316.0,601377
