,date,open,close,high,low,volume,code
0,2018-01-02,12.16,12.27,12.29,12.16,13627.0,600501
1,2018-01-03,12.29,12.4,12.43,12.19,17213.0,600501
2,2018-01-04,12.36,12.46,12.57,12.33,35573.0,600501
3,2018-01-05,12.41,12.5,12.73,12.26,20619.0,600501
4,2018-01-08,12.5,12.38,12.5,12.27,16761.0,600501
5,2018-01-09,12.39,12.28,12.4,12.26,15581.0,600501
6,2018-01-10,12.32,12.02,12.32,11.95,24934.0,600501
7,2018-01-11,12.01,12.11,12.12,11.91,15855.0,600501
8,2018-01-12,12.1,11.83,12.1,11.8,23451.0,600501
9,2018-01-15,11.78,11.28,11.84,11.15,26757.0,600501
10,2018-01-16,11.3,11.13,11.36,10.98,26566.0,600501
11,2018-01-17,11.13,11.05,11.15,10.7,25920.0,600501
12,2018-01-18,11.05,11.06,11.14,10.96,12185.0,600501
13,2018-01-19,11.13,11.28,11.37,11.13,29628.0,600501
14,2018-01-22,11.2,11.21,11.28,11.05,11642.0,600501
15,2018-01-23,11.21,11.15,11.24,11.05,17553.0,600501
16,2018-01-24,11.14,11.17,11.25,11.03,15301.0,600501
17,2018-01-25,11.21,11.44,11.75,11.13,47951.0,600501
18,2018-01-26,11.36,11.29,11.45,11.27,23795.0,600501
19,2018-01-29,11.28,11.02,11.36,10.93,25399.0,600501
20,2018-01-30,11.0,11.06,11.15,10.92,13064.0,600501
21,2018-01-31,11.04,10.73,11.05,10.72,21702.0,600501
22,2018-02-01,10.8,9.86,10.8,9.82,37286.0,600501
23,2018-02-02,9.87,9.47,9.89,9.3,30563.0,600501
24,2018-02-05,9.3,9.26,9.42,9.18,21629.0,600501
