,date,open,close,high,low,volume,code
0,2018-01-02,26.87,27.16,27.78,26.58,91113.0,002895
1,2018-01-03,26.88,26.09,26.95,25.81,80063.0,002895
2,2018-01-04,25.73,27.39,27.39,25.41,101255.0,002895
3,2018-01-05,27.12,26.2,27.47,26.12,74886.0,002895
4,2018-01-08,25.72,26.11,26.7,25.61,49342.0,002895
5,2018-01-09,26.15,25.27,26.21,25.0,59237.0,002895
6,2018-01-10,25.29,24.62,26.0,24.35,55908.0,002895
7,2018-01-11,24.17,24.79,25.47,23.7,51929.0,002895
8,2018-01-12,24.53,24.95,25.27,24.4,43179.0,002895
9,2018-01-15,25.47,27.45,27.45,25.1,80668.0,002895
10,2018-01-16,29.8,30.2,30.2,29.01,60476.0,002895
11,2018-01-17,33.22,29.38,33.22,29.2,253986.0,002895
12,2018-01-18,28.32,30.0,31.06,28.32,189582.0,002895
13,2018-01-19,28.5,29.23,31.91,28.18,190143.0,002895
14,2018-01-22,27.36,26.31,27.69,26.31,110396.0,002895
15,2018-01-23,25.15,25.83,26.25,25.15,77357.0,002895
16,2018-01-24,26.13,26.44,26.66,25.63,85845.0,002895
17,2018-01-25,26.45,29.08,29.08,26.15,168241.0,002895
18,2018-01-26,27.75,27.7,28.8,27.4,123406.0,002895
19,2018-01-29,27.7,29.09,29.68,27.69,148261.0,002895
20,2018-01-30,29.11,29.23,30.6,28.31,141281.0,002895
21,2018-01-31,28.61,28.36,30.6,28.32,135762.0,002895
22,2018-02-01,26.99,29.47,30.6,26.95,157006.0,002895
23,2018-02-02,28.0,29.85,31.79,28.0,180956.0,002895
24,2018-02-05,28.91,26.87,29.8,26.87,112519.0,002895
