ratio,word
0.6580569813083389,獐子岛
0.557677623378498,扇贝
0.19901019030615366,存货
0.17686095953253025,走失
0.09958863224447408,减持
0.09730815735333243,净资产
0.09502890035064807,减值
0.08798253369856195,虾夷
0.0722657680378522,和岛
0.0722657680378522,会让獐子岛
0.07100282208082745,2017年
0.06460000515147811,亏损
0.06299888595009676,公司
0.0614839886538518,资产
0.060421936047887544,短期
0.05797095358131577,偿债
0.05557125933908402,偿付
0.05268704663151047,海域
0.05226211850599731,危机
0.05198063787339133,明细
0.050586037626496536,底播虾夷
0.050471977944388804,增发
0.04968505056063638,数据
0.04830881394798586,股票
0.04817717869190146,肥满度
0.04568970325397989,低于
0.04467064299510845,资产负债率
0.04212939447294024,2014年
0.041336515427804706,公告
0.04039770371872039,面值
0.038546278749652316,回来
0.03748522427763241,可能
0.03744762467252722,生物
0.03719934742205609,借款
0.03554890395408753,异常
0.03485485146115611,闯祸
0.03479418930279226,股东
0.03469181140878705,2016年
0.03388552716323833,负债
0.033362888572196395,年报
0.033262254398913435,下降
0.03322498062102045,事件
0.032978426836703593,核销
0.03140653826471654,帽子
0.03074618136649611,2015年
0.03038175715457302,合计
0.0303374105093672,顽皮
0.029375123463324014,年度
0.029265379173139622,导致
0.02924128969731491,计提
0.028939289519420805,公布
0.028384691767793704,估值
0.028087172853301562,影响
0.027992489498365112,元
0.02768103568099512,路上
0.026860314806908245,毛利
0.026625028226394485,四季度
0.026457455994302437,责令
0.026222719079759076,账面
0.026081585124321103,支行
0.02520246811994458,财经
0.025090379022158656,注册
0.02499005985927764,资金
0.024614451107189513,触发
0.02441917706296708,处理
0.02434753322062608,再度
0.02408858934595073,原绩
0.02408858934595073,冷水团
0.02408858934595073,底播
0.02408858934595073,分析獐子岛
0.02408858934595073,吉融
0.023889278341464114,业绩
0.023444339602113874,质疑
0.02342904025215808,预告
0.02319466533975824,股本
0.022936929342762966,基金
0.021995633424640487,抽测
0.02179315101156579,修正
0.02160622167674748,戴
0.021409946568755098,彼时
0.020725233001546578,科目
0.020012199291392013,攀升
0.01992534437667277,长期
0.01990267750333024,普兰店
0.019860324139549582,当局
0.01955633873712925,年中
0.0195203816518883,元通
0.01948264216015443,大连
0.019283012674535516,市场
0.019270871476760584,df318
0.018955012392418816,决策
0.018806556691277947,长海
0.018697120940536306,到期
0.018636784365441694,值得
0.018601902496646505,后续
0.01857765948065974,消耗
0.01828849833174933,股灾
0.018202081543803664,债务
0.0181998734882201,破罐子破摔
0.01782516056274206,产品
