ratio,word
0.5254559382540204,小散
0.3240078209604678,万科
0.24013327375110918,绿地
0.216141476154112,银隆
0.18323025479790198,市值
0.18020280048621953,平安
0.1741237633211724,控股
0.17229636560712386,独董
0.16493258490600304,看走眼
0.15918094604119137,犹疑
0.1585810968504504,站岗
0.1512990333078784,高实
0.1512990333078784,刘独懂
0.1512990333078784,刘姝威
0.14893105384429656,减持
0.13884625804226808,哗众取宠
0.13374383446315663,资管
0.1208913657318662,临界
0.1202534578372495,套利
0.11951812090010878,悲哀
0.11813603937699955,老鼠
0.1163018522691711,股民
0.10933775711060584,保利
0.10875273602088562,请问
0.0973902308492551,幻想
0.08981410023914894,管理层
0.08616936437964963,高位
0.08281289971079711,地产
0.06301176753512716,恐怕
0.05999921988561041,慢慢
0.057346243600441486,啊
0.05605754190906843,资金
0.05566805553248977,发挥
0.05421523968017283,短期
0.053979198405107655,只能
0.05328413892990569,作用
0.053211601138286234,当年
0.049362487552292875,优势
0.045676012293258926,跑
0.0437629815021561,信息
0.04323128768056989,看到
0.0430599166180862,倍
0.03653559887684035,还
0.03403541777741299,快
0.03222015876709738,仓
0.03130659202607116,吧
0.029036480895781872,忘
0.02817873118796668,信
0.027496610053736947,抱
0.02665349740403231,涨
0.0266429406685492,货
0.025861462572088628,破
0.025370629758425675,跌
0.02439999676011164,定
0.023718123510045794,别
0.023551768911012638,笑
0.02282016897117014,句
0.020825342695088848,你
0.019808406691486466,是
0.019335241415056506,发
0.01819191556518506,怎么办
0.018160467870405417,各级
0.017489271769607802,了
0.01709189244287493,这种
0.01575586204144372,等
0.014842377127828951,走
0.014357956188959997,没
0.014121450116006209,点
0.013712097596905051,多
0.013310835452719423,比
0.013174072550079715,们
0.01255851456163034,元
0.012489162974895222,到
0.012385225846578314,就
0.012056574619890022,做
0.011475700864498763,得
0.010994410411224304,自己
0.010556865524938432,高
0.009818147788379724,出
0.009602529470143385,年
0.009277648577423183,说
0.008779671495112759,在
0.00875926765561931,要
0.008208870032198019,我
0.007384730843952432,个
0.007300809931326279,人
0.007045280020385763,这样
0.006457128950829956,都
0.006087037654954393,中
0.005751730743272214,这
0.004740073950354386,有
0.004691250624096055,不
