ratio,word
0.3742092904005927,创业板
0.26964309562996974,乐视
0.2241843048776166,接盘
0.20405181691288551,散户
0.1931556874038663,华泰
0.185168334396155,踊跃
0.1796091114512306,股市
0.15794139796503004,券商
0.1398203965167173,厉害
0.13073908332054573,反转
0.12774451213076543,谢谢
0.12026299341450523,进兜
0.11862012016503591,爷爷
0.11497534898743769,证券
0.10710514554004032,广大
0.1027999663006687,欢迎
0.10175501202712714,龙洲
0.09904096117984025,大盘
0.09753466127237821,中国
0.09385053188555732,赚钱
0.09235941824474342,外国
0.08948462861351784,机构
0.08700693742452802,放屁
0.08566510770437401,备足
0.08384793913280249,假药
0.08353490538571189,投资
0.08250066976654336,玛莎拉蒂
0.08214836204711574,长进
0.08041426143548243,沥青
0.07945548566877227,腔调
0.07919840999355467,马尔代夫
0.0778967120669308,自助餐
0.07762359566970584,到来
0.07618106193820379,冲淡
0.07389391447146836,成指
0.07235542427014632,风口
0.07199189386982303,帆船
0.07164174803719996,银子
0.07152783983794836,乐视网
0.07097790512366768,短线
0.07040757936100109,点赞
0.07011301980737383,影响
0.06977488645313427,蓝筹股
0.06896301006902457,退场
0.06829528185276033,抱团
0.06767137160495192,矿泉水
0.06715712631699589,保时捷
0.06661363522665707,谢天
0.06659112694807941,金融
0.06653435126295329,燃气
0.06585584417236397,公积金
0.06582471085174847,个头
0.06482260370733263,迪拜
0.0645197606696798,减税
0.06371478433216653,孙子
0.06364038065973762,蓝筹
0.06327685025941435,梯队
0.06283546899383172,涨跌
0.06276761219503044,含金量
0.06267788302995686,法拉利
0.06205149234897346,回调
0.061003507706920625,不出意外
0.06078144576921481,攻略
0.06076317252448632,利空
0.060726731020306964,净资产
0.060422489170833746,有钱
0.06017904426604044,对冲
0.0596493593458105,告诉
0.05949997429804569,盘面
0.059471867692913925,充其量
0.05697387852288779,年头
0.056051775649881286,原油
0.05600738247264674,涨价
0.05467663163662901,主线
0.05453331570122435,聚会
0.054134055031261376,煤炭
0.05390052890498295,钢铁
0.052851513861957446,落地
0.05282755096826046,讲
0.05266269930489331,扭转
0.05137514203417039,龙头
0.05125346164167274,垃圾
0.049678534189421066,逻辑
0.049514884107878354,国际化
0.04948137419316048,期货
0.04866959917611503,向上
0.04751098454364216,明日
0.046752137939992965,震荡
0.046714552385659025,关闭
0.046374756688586885,聊天
0.04631355374055267,美国
0.04609342116517661,负面
0.04599213345460218,人为
0.04578986623309967,题材
0.04450423251745437,分配
0.04438603839915386,热点
0.044280658695820416,美元
0.04386853081620594,转向
0.04380959924331677,钱
0.04360041971211861,否认
