ratio,word
0.6815057468977573,呵呵
0.2724132923014764,跌停
0.17882094416473576,稳住
0.17037643672443933,空拉
0.17037643672443933,a股
0.1555731467943838,涨停板
0.15169676458920575,流弊
0.13481636590118742,冰火
0.13388671902734206,控盘
0.13070149012175727,好戏连台
0.12281505507771782,哈哈
0.11389463927831728,股票
0.11149872692148732,指数
0.10679685769833708,妖怪
0.10341051259386111,门面
0.10295209331781897,居然
0.10220877097200791,今天
0.10063022506903889,权重
0.0969262273281451,死人
0.09183410395241075,做梦
0.09022943002592249,牛市
0.088329387353058,老乡
0.08343807612113827,再见
0.08166805757280295,涨停
0.08106672306871866,星期一
0.08022044709048208,兑现
0.0786575750608224,年报
0.07762497796104081,预料
0.07669165002306179,煤炭
0.07636081384355438,钢铁
0.07268706004591931,远离
0.07015560471468132,大盘
0.06964971521782443,后果
0.06859982306534432,拉
0.06676573524343513,利好
0.06173890245829122,集体
0.06007138557595549,区别
0.05999622431485862,跌
0.05759031939581558,融资
0.055311184365625245,亏
0.054526876007844824,回来
0.05362062286217913,刺激
0.052861048783892244,股
0.05167165329446645,开心
0.051247271933718974,呵
0.05093571303809093,到底
0.05079595031098634,仓
0.050708818515573476,红
0.04902046791334911,今晚
0.046679027080238675,完美
0.04589403785616753,银行
0.03526744027786343,知道
0.03407189311723313,癌
0.03335435731861089,抄
0.033330168274948,相当
0.03235376315794918,我
0.0323223957174697,媒体
0.03212119735091949,之内
0.03143158472224357,天天
0.030153854197149166,哎
0.030124090287305446,吗
0.029145650912658434,巨
0.02757230919332201,了
0.026278859922462365,妈
0.02587326172078793,哥
0.024677843837730605,吧
0.022635705628071105,没
0.022451301713739328,逼
0.02226284741787895,点
0.022051830622471385,票
0.02201363489233905,怕
0.02125957253413344,天
0.021027859158508903,愿
0.021009979180049775,涨
0.020349170514536715,梦
0.019996809989857787,干
0.01869613107736183,别
0.01829928757027153,满
0.01818430645963486,黑
0.017463341369028686,个
0.01621569139906274,周
0.015067983584986762,啊
0.014626463499082138,说
0.01454903920782747,买
0.013037938531262741,呢
0.013000591643705888,全
0.011699704159310683,走
0.011519871634060853,还
0.011093824924350348,不
0.011027893569886716,家
0.01099608273048756,太
0.010179838147567824,都
0.00970260917112596,而且
0.009503757721051791,做
0.009067758826060812,这
0.00820792877213601,你
0.007807122004842934,是
0.007739287549907149,出
0.007472854575082934,有
0.0067206777728924475,从
