ratio,word
0.3458196594680286,板块
0.22218677331783018,估值
0.1970306706775616,地产
0.1800794052944428,银行
0.17829221908236126,反弹
0.17020222015864162,行情
0.1699982164203014,业绩
0.15427487803206508,博星
0.1467109668807206,资金
0.1424479585570029,年报
0.1389577788787891,结构性
0.11987342482108729,新高
0.10893630269359264,牛市
0.10756118915457595,拐头
0.10587582383950152,大盘
0.10284991868804337,滞涨蓝筹
0.09389449608756835,轮动
0.09351982614603921,主线
0.09143626218620134,创业板
0.09112008677569858,权重
0.08950810046908532,蓝筹股
0.0886937934417794,围绕
0.08854522986526285,房地产
0.087977418219411,做文章
0.08764181747271209,个股
0.08718926668991923,修复
0.08694836573282937,持续
0.08163867940951341,蓝筹
0.08135674126019307,有色
0.08029747191589535,重估
0.08000944770968385,矿业
0.07933941577832412,盛达
0.07777823668483679,上涨
0.07708880922121955,万科
0.0739499537810944,涨停
0.07393044813330985,投顾
0.07180690299669425,3600点
0.06903098650284124,再现
0.06848930650901107,2018年
0.06829233644027283,沪指
0.06767687773241904,上行
0.0659046772924055,龙头
0.06586541892192192,市场
0.06573960615579158,恒强
0.06563887291948303,超跌
0.06555192060747485,证券
0.06480383069406111,看点
0.06390809805841567,小盘
0.06222499427825434,延续
0.05872296414572738,喜人
0.05746934815794504,股价
0.05742035138616866,趋势
0.056949289199457756,金融
0.05546079232310419,强者
0.055224319978293974,综指
0.0542155304592744,强势
0.05358357854424094,主旋律
0.053576713441297365,机会
0.053302742510668716,高点
0.05313878022445142,涨势
0.05298706869211185,周期
0.051424959344021685,源达
0.051424959344021685,傲农
0.051424959344021685,历轮蓝
0.051424959344021685,中小创
0.051424959344021685,钴业
0.051424959344021685,强拉下
0.051424959344021685,沪深
0.051424959344021685,估可期
0.051424959344021685,确定性
0.051424959344021685,板指报
0.051424959344021685,机构论市
0.051424959344021685,轮动推升
0.051424959344021685,a股
0.051424959344021685,翔鹭钨业
0.051424959344021685,漫途
0.050884876093202025,盘面
0.05048072617096691,指数
0.050153212746722915,销售
0.049066900611518374,空间
0.04848964871459868,昨日
0.04757313293744287,印证
0.047003394457162485,依旧
0.04695686153985113,超跌股
0.046926259888330595,中长期
0.04678464925765682,上证
0.0460357068417334,股指
0.04578684765098468,次新股
0.04561837480418929,年初
0.045253602631571986,盘中
0.045253602631571986,看不到
0.04453388236252335,靓丽
0.044354287554446266,成交量
0.043696187481840815,力量
0.04364622679834214,创
0.043510869037742705,荣安
0.043510869037742705,主升
0.043222836805389825,认为
0.043064522874067715,企业
0.042967791804466186,锡业
